"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State"
"north greenville university",18750,18750,"private",2481,"minimally difficult",0.59,1617,"tigerville","SC"
"american baptist college",11894,11894,"private",152,"noncompetitive",0.82,45,"nashville","TN"
"martin methodist college",23800,23800,"private",924,"minimally difficult",NA,NA,"pulaski","TN"
"appalachian bible college",14290,14290,"private",286,"noncompetitive",0.56,133,"mount hope","WV"
"ohio valley university",21100,21100,"private",403,"minimally difficult",0.64,845,"vienna","WV"
"blessing-reiman college of nursing",24750,24750,"private",233,"moderately difficult",0.66,546,"quincy","IL"
"saint anthony college of nursing",25342,25342,"private",238,"moderately difficult",NA,NA,"rockford","IL"
"saint francis medical center college of nursing",21224,21224,"private",392,"",0.72,223,"peoria","IL"
"resurrection university",26134,26134,"private",609,"moderately difficult",NA,NA,"chicago","IL"
"divine word college",13030,13030,"private",133,"",NA,NA,"epworth","IA"
"emmaus bible college",17520,17520,"private",265,"noncompetitive",0.36,432,"dubuque","IA"
"grace bible college",19650,19650,"private",207,"minimally difficult",0.34,158,"grand rapids","MI"
"kuyper college",21090,21090,"private",208,"moderately difficult",0.73,154,"grand rapids","MI"
"sacred heart major seminary",18706,18706,"private",264,"moderately difficult",1,4,"detroit","MI"
"oak hills christian college",17314,17314,"private",140,"minimally difficult",0.56,70,"bemidji","MN"
"central christian college of the bible",NA,NA,"private",417,"noncompetitive",0.65,354,"moberly","MO"
"st. louis christian college",11025,11025,"private",113,"minimally difficult",0.27,51,"florissant","MO"
"saint luke's college of health sciences",15674,15674,"private",113,"very difficult",NA,NA,"kansas city","MO"
"ohio christian university",20240,20240,"private",4213,"minimally difficult",NA,NA,"circleville","OH"
"god's bible school & college",7040,7040,"private",292,"",0.9,93,"cincinnati","OH"
"mount carmel college of nursing",13107,13107,"private",926,"moderately difficult",0.61,254,"columbus","OH"
"ozark christian college",11980,11980,"private",NA,"noncompetitive",NA,NA,"joplin","MO"
"alaska bible college",9300,9300,"private",50,"minimally difficult",NA,NA,"palmer","AK"
"arizona christian university",4680,4680,"private",820,"",NA,NA,"phoenix","AZ"
"william jessup university",29950,29950,"private",1097,"moderately difficult",0.76,522,"rocklin","CA"
"yeshiva ohr elchonon chabad/west coast talmudical seminary",14300,14300,"private",135,"moderately difficult",1,68,"los angeles","CA"
"naropa university",31790,31790,"private",397,"moderately difficult",0.8,181,"boulder","CO"
"nazarene bible college",14620,14620,"private",769,"noncompetitive",0.14,129,"lenexa","KS"
"southwestern christian university",16950,16950,"private",325,"minimally difficult",NA,NA,"bethany","OK"
"new hope christian college",14880,14880,"private",143,"minimally difficult",0.22,165,"eugene","OR"
"arlington baptist college",12650,12650,"private",184,"noncompetitive",1,80,"arlington","TX"
"baptist missionary association theological seminary",5650,5650,"private",56,"noncompetitive",NA,NA,"jacksonville","TX"
"dallas christian college",17620,17620,"private",252,"moderately difficult",0.23,225,"dallas","TX"
"bastyr university",25455,25455,"private",287,"",NA,NA,"kenmore","WA"
"boise bible college",12080,12080,"private",174,"minimally difficult",1,77,"boise","ID"
"barclay college",18320,18320,"private",250,"minimally difficult",0.71,89,"haviland","KS"
"central christian college of kansas",25760,25760,"private",466,"minimally difficult",0.99,402,"mcpherson","KS"
"salish kootenai college",6279,11463,"private",1088,"noncompetitive",0.64,344,"pablo","MT"
"nebraska christian college",16830,16830,"private",130,"",NA,NA,"papillion","NE"
"nebraska methodist college",17720,17720,"private",865,"moderately difficult",0.35,240,"omaha","NE"
"becker college",38250,38250,"private",2178,"moderately difficult",0.65,4458,"worcester","MA"
"william peace university",28700,28700,"private",1034,"moderately difficult",0.63,1631,"raleigh","NC"
"robert morris university",27180,27180,"private",4384,"minimally difficult",0.8,7164,"moon township","PA"
"robert morris university",27180,27180,"private",2352,"minimally difficult",0.23,2732,"chicago","IL"
"maranatha baptist bible college",14910,14910,"private",953,"noncompetitive",0.68,398,"watertown","WI"
"goldfarb school of nursing barnes-jewish college",20188,20188,"private",616,"moderately difficult",NA,NA,"st louis","MO"
"columbia college of nursing",28900,28900,"private",169,"moderately difficult",NA,NA,"glendale","WI"
"bellin college",21513,21513,"private",362,"moderately difficult",NA,NA,"green bay","WI"
"davis college",16800,16800,"private",216,"minimally difficult",0.52,120,"johnson city","NY"
"allen college",20243,20243,"private",360,"moderately difficult",NA,NA,"waterloo","IA"
"lakeview college of nursing",16160,16160,"private",236,"moderately difficult",NA,NA,"danville","IL"
"yehiva gedolah of greater detroit",6800,6800,"private",57,"",1,27,"oak park","MI"
"pennsylvania college of technology",16350,23280,"public",5432,"noncompetitive",0.67,6366,"williamsport","PA"
"the art institute of atlanta",NA,NA,"private for profit",NA,"",NA,NA,"atlanta","GA"
"caribbean university",6380,6380,"private",2920,"minimally difficult",0.57,1020,"bayamón","PR"
"universidad del este",5820,5820,"private",11825,"noncompetitive",0.43,10800,"carolina","PR"
"university of puerto rico medical sciences campus",2196,2196,"public",535,"moderately difficult",NA,NA,"san juan","PR"
"inter american university of puerto rico aguadilla campus",6262,6262,"private",3964,"moderately difficult",0.47,1728,"aguadilla","PR"
"inter american university of puerto rico arecibo campus",6180,6180,"private",4547,"moderately difficult",NA,NA,"arecibo","PR"
"inter american university of puerto rico barranquitas campus",6262,6262,"private",2067,"",NA,NA,"barranquitas","PR"
"inter american university of puerto rico bayamon campus",6180,6180,"private",4328,"",0.43,2227,"bayamón","PR"
"inter american university of puerto rico fajardo campus",6180,6180,"private",1986,"moderately difficult",0.82,663,"fajardo","PR"
"inter american university of puerto rico guayama campus",6452,6452,"private",1815,"moderately difficult",0.48,536,"guayama","PR"
"inter american university of puerto rico ponce campus",6180,6180,"private",4868,"moderately difficult",0.56,1646,"mercedita","PR"
"universidad del turabo",5820,5820,"private",14696,"minimally difficult",0.52,8968,"gurabo","PR"
"universidad metropolitana",7050,7050,"private",11589,"moderately difficult",0.65,11494,"san juan","PR"
"columbia university school of general studies",55478,55478,"private",2068,"most difficult",0.35,696,"new york","NY"
"aquinas college",22850,22850,"private",1654,"moderately difficult",0.91,1706,"grand rapids","MI"
"aquinas college",22850,22850,"private",337,"minimally difficult",0.52,183,"nashville","TN"
"interior designers institute",NA,NA,"private for profit",468,"",NA,NA,"newport beach","CA"
"rutgers university camden",14501,29924,"public",5021,"moderately difficult",0.57,8725,"camden","NJ"
"rutgers university",14638,30579,"public",36168,"moderately difficult",0.57,36677,"piscataway","NJ"
"rutgers university newark",14085,30026,"public",8170,"moderately difficult",0.62,4693,"newark","NJ"
"bridgewater college",33820,33820,"private",1882,"moderately difficult",0.53,7486,"bridgewater","VA"
"campbell university",31190,31190,"private",2934,"moderately difficult",0.6,3348,"buies creek","NC"
"campbellsville university",25400,25400,"private",3349,"moderately difficult",0.7,2966,"campbellsville","KY"
"capitol college",24788,24788,"private",309,"minimally difficult",NA,NA,"laurel","MD"
"carson-newman university",27400,27400,"private",1812,"moderately difficult",0.63,6496,"jefferson city","TN"
"catawba college",29920,29920,"private",1297,"moderately difficult",0.47,2528,"salisbury","NC"
"claflin university",16302,16302,"private",1836,"minimally difficult",0.6,4073,"orangeburg","SC"
"catholic university of america",44060,44060,"private",3238,"",NA,NA,"washington","DC"
"centenary college of louisiana",35900,35900,"private",481,"moderately difficult",0.64,886,"shreveport","LA"
"university of central arkansas",8524,15047,"public",9616,"moderately difficult",0.9,4922,"conway","AR"
"southern wesleyan university",24700,24700,"private",1456,"minimally difficult",0.94,575,"central","SC"
"university of central florida",6368,22467,"public",55776,"moderately difficult",0.5,34886,"orlando","FL"
"centre college",40500,40500,"private",1430,"very difficult",0.74,2595,"danville","KY"
"college of charleston",12318,30706,"public",10375,"moderately difficult",0.84,10828,"charleston","SC"
"university of charleston",30400,30400,"private",1761,"moderately difficult",0.52,1801,"charleston","WV"
"christian brothers university",31860,31860,"private",1410,"moderately difficult",0.52,2387,"memphis","TN"
"christopher newport university",13654,25450,"public",4930,"moderately difficult",0.62,7532,"newport news","VA"
"the citadel",14348,36111,"public",2773,"moderately difficult",0.82,2620,"charleston","SC"
"clark atlanta university",23082,23082,"private",3093,"moderately difficult",0.72,10733,"atlanta","GA"
"clemson university",14712,35654,"public",18599,"very difficult",0.51,23506,"clemson","SC"
"coker college",28464,28464,"private",1165,"moderately difficult",0.51,1393,"hartsville","SC"
"columbia college",19500,19500,"private",936,"minimally difficult",0.51,1580,"columbia","MO"
"columbia college",19500,19500,"private",1554,"moderately difficult",0.89,506,"columbia","SC"
"columbia college",19500,19500,"private for profit",1750,"noncompetitive",0.54,967,"caguas","PR"
"columbia international university",22390,22390,"private",497,"moderately difficult",0.36,518,"columbia","SC"
"washington adventist university",23400,23400,"private",1327,"moderately difficult",NA,NA,"takoma park","MD"
"columbus state university",7200,20682,"public",6789,"minimally difficult",0.56,3157,"columbus","GA"
"concord university",7574,16654,"public",2102,"minimally difficult",0.81,2960,"athens","WV"
"converse college",18030,18030,"private",870,"moderately difficult",0.6,1359,"spartanburg","SC"
"coppin state university",6536,12684,"public",3298,"moderately difficult",0.54,3767,"baltimore","MD"
"university of the cumberlands",23000,23000,"private",3082,"moderately difficult",0.71,2326,"williamsburg","KY"
"lipscomb university",30932,30932,"private",2986,"moderately difficult",0.61,3464,"nashville","TN"
"agnes scott college",39960,39960,"private",927,"moderately difficult",0.65,1399,"decatur","GA"
"eckerd college",43044,43044,"private",1844,"moderately difficult",0.72,4603,"st petersburg","FL"
"francis marion university",10742,20918,"public",3559,"moderately difficult",0.62,3738,"florence","SC"
"furman university",48348,48348,"private",2797,"moderately difficult",0.68,5232,"greenville","SC"
"georgia institute of technology",12418,33014,"public",15489,"",0.26,30528,"atlanta","GA"
"glenville state college",7342,16598,"public",1732,"noncompetitive",0.72,1430,"glenville","WV"
"hampden-sydney college",43940,43940,"private",1027,"moderately difficult",0.56,3403,"hampden sydney","VA"
"high point university",34005,34005,"private",4546,"moderately difficult",0.79,9683,"high point","NC"
"hollins university",38285,38285,"private",654,"moderately difficult",0.6,2901,"roanoke","VA"
"huntingdon college",26400,26400,"private",1148,"",NA,NA,"montgomery","AL"
"kentucky wesleyan college",26080,26080,"private",785,"moderately difficult",0.67,996,"owensboro","KY"
"king college",28572,28572,"private",2343,"moderately difficult",0.55,343,"bristol","TN"
"lagrange college",29450,29450,"private",906,"moderately difficult",0.58,1568,"lagrange","GA"
"lee university",16730,16730,"private",4821,"",NA,NA,"cleveland","TN"
"lemoyne-owen college",10880,10880,"private",945,"minimally difficult",1,527,"memphis","TN"
"limestone college",25150,25150,"private",1227,"minimally difficult",0.52,3195,"gaffney","SC"
"longwood university",12720,27660,"public",4386,"moderately difficult",0.79,4716,"farmville","VA"
"louisiana college",16000,16000,"private",909,"moderately difficult",0.72,755,"pineville","LA"
"mars hill university",31804,31804,"private",1395,"moderately difficult",0.61,3010,"mars hill","NC"
"mcneese state university",7310,18386,"public",6961,"moderately difficult",0.64,3160,"lake charles","LA"
"methodist university",32860,32860,"private",2217,"moderately difficult",0.63,2904,"fayetteville","NC"
"devry university atlanta",17512,17512,"private for profit",903,"minimally difficult",NA,NA,"decatur","GA"
"florida atlantic university",6039,21595,"public",25400,"moderately difficult",0.6,15907,"boca raton","FL"
"welch college",18458,18458,"private",327,"noncompetitive",0.69,115,"gallatin","TN"
"frostburg state university",8914,22262,"public",4884,"moderately difficult",0.63,4228,"frostburg","MD"
"johnson university",14920,14920,"private",842,"moderately difficult",0.53,370,"knoxville","TN"
"georgia southwestern state university",6332,19408,"public",2558,"moderately difficult",0.68,1389,"americus","GA"
"miles college",11604,11604,"private",1738,"noncompetitive",0.26,2905,"fairfield","AL"
